DEBUG:processor.ControlUnit: Tick=1 | STAGE=FETCH | OP=load | PC=0 | R1=0 | R2=0 | R3=0 |  data={}
DEBUG:processor.ControlUnit: Tick=2431 | STAGE=EXECUTE | OP=jmp | PC=14 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2432 | STAGE=FETCH | OP=load | PC=15 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2433 | STAGE=DECODE | OP=load | PC=15 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2434 | STAGE=EXECUTE | OP=load | PC=15 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2435 | STAGE=MEMORY | OP=load | PC=15 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2436 | STAGE=WRITEBACK | OP=load | PC=15 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2437 | STAGE=FETCH | OP=load_from | PC=16 | R1=1 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2438 | STAGE=DECODE | OP=load_from | PC=16 | R1=1 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2439 | STAGE=EXECUTE | OP=load_from | PC=16 | R1=1 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2440 | STAGE=MEMORY | OP=load_from | PC=16 | R1=1 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2441 | STAGE=WRITEBACK | OP=load_from | PC=16 | R1=1 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2442 | STAGE=FETCH | OP=load | PC=17 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2443 | STAGE=DECODE | OP=load | PC=17 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2444 | STAGE=EXECUTE | OP=load | PC=17 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2445 | STAGE=MEMORY | OP=load | PC=17 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2446 | STAGE=WRITEBACK | OP=load | PC=17 | R1=317811 | R2=514229 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2447 | STAGE=FETCH | OP=load_from | PC=18 | R1=317811 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2448 | STAGE=DECODE | OP=load_from | PC=18 | R1=317811 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2449 | STAGE=EXECUTE | OP=load_from | PC=18 | R1=317811 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2450 | STAGE=MEMORY | OP=load_from | PC=18 | R1=317811 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2451 | STAGE=WRITEBACK | OP=load_from | PC=18 | R1=317811 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2452 | STAGE=FETCH | OP=sub | PC=19 | R1=317811 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2453 | STAGE=DECODE | OP=sub | PC=19 | R1=317811 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2454 | STAGE=EXECUTE | OP=sub | PC=19 | R1=317811 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2455 | STAGE=MEMORY | OP=sub | PC=19 | R1=317811 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2456 | STAGE=WRITEBACK | OP=sub | PC=19 | R1=317811 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2457 | STAGE=FETCH | OP=jn | PC=20 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2458 | STAGE=DECODE | OP=jn | PC=20 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2459 | STAGE=EXECUTE | OP=jn | PC=20 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2460 | STAGE=MEMORY | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2461 | STAGE=WRITEBACK | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2462 | STAGE=FETCH | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2463 | STAGE=DECODE | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2464 | STAGE=EXECUTE | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2465 | STAGE=MEMORY | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2466 | STAGE=WRITEBACK | OP=load | PC=21 | R1=317811 | R2=3682189 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2467 | STAGE=FETCH | OP=mod | PC=22 | R1=317811 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2468 | STAGE=DECODE | OP=mod | PC=22 | R1=317811 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2469 | STAGE=EXECUTE | OP=mod | PC=22 | R1=317811 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2470 | STAGE=MEMORY | OP=mod | PC=22 | R1=317811 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2471 | STAGE=WRITEBACK | OP=mod | PC=22 | R1=317811 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2472 | STAGE=FETCH | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2473 | STAGE=DECODE | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2474 | STAGE=EXECUTE | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2475 | STAGE=MEMORY | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2476 | STAGE=WRITEBACK | OP=load | PC=23 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2477 | STAGE=FETCH | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2478 | STAGE=DECODE | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2479 | STAGE=EXECUTE | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2480 | STAGE=MEMORY | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2481 | STAGE=WRITEBACK | OP=cmp | PC=24 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2482 | STAGE=FETCH | OP=je | PC=25 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2483 | STAGE=DECODE | OP=je | PC=25 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2484 | STAGE=EXECUTE | OP=je | PC=25 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2485 | STAGE=MEMORY | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2486 | STAGE=WRITEBACK | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2487 | STAGE=FETCH | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2488 | STAGE=DECODE | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2489 | STAGE=EXECUTE | OP=jmp | PC=26 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2490 | STAGE=FETCH | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2491 | STAGE=DECODE | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2492 | STAGE=EXECUTE | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2493 | STAGE=MEMORY | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2494 | STAGE=WRITEBACK | OP=load | PC=34 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2495 | STAGE=FETCH | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2496 | STAGE=DECODE | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2497 | STAGE=EXECUTE | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2498 | STAGE=MEMORY | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2499 | STAGE=WRITEBACK | OP=load_from | PC=35 | R1=2 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2500 | STAGE=FETCH | OP=load | PC=36 | R1=514229 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2501 | STAGE=DECODE | OP=load | PC=36 | R1=514229 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2502 | STAGE=EXECUTE | OP=load | PC=36 | R1=514229 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2503 | STAGE=MEMORY | OP=load | PC=36 | R1=514229 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2504 | STAGE=WRITEBACK | OP=load | PC=36 | R1=514229 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2505 | STAGE=FETCH | OP=load_from | PC=37 | R1=514229 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2506 | STAGE=DECODE | OP=load_from | PC=37 | R1=514229 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2507 | STAGE=EXECUTE | OP=load_from | PC=37 | R1=514229 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2508 | STAGE=MEMORY | OP=load_from | PC=37 | R1=514229 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2509 | STAGE=WRITEBACK | OP=load_from | PC=37 | R1=514229 | R2=3 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2510 | STAGE=FETCH | OP=sub | PC=38 | R1=514229 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2511 | STAGE=DECODE | OP=sub | PC=38 | R1=514229 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2512 | STAGE=EXECUTE | OP=sub | PC=38 | R1=514229 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2513 | STAGE=MEMORY | OP=sub | PC=38 | R1=514229 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2514 | STAGE=WRITEBACK | OP=sub | PC=38 | R1=514229 | R2=4000000 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2515 | STAGE=FETCH | OP=jn | PC=39 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2516 | STAGE=DECODE | OP=jn | PC=39 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2517 | STAGE=EXECUTE | OP=jn | PC=39 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2518 | STAGE=MEMORY | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2519 | STAGE=WRITEBACK | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2520 | STAGE=FETCH | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2521 | STAGE=DECODE | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2522 | STAGE=EXECUTE | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2523 | STAGE=MEMORY | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2524 | STAGE=WRITEBACK | OP=load | PC=40 | R1=514229 | R2=3485771 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2525 | STAGE=FETCH | OP=mod | PC=41 | R1=514229 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2526 | STAGE=DECODE | OP=mod | PC=41 | R1=514229 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2527 | STAGE=EXECUTE | OP=mod | PC=41 | R1=514229 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2528 | STAGE=MEMORY | OP=mod | PC=41 | R1=514229 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2529 | STAGE=WRITEBACK | OP=mod | PC=41 | R1=514229 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2530 | STAGE=FETCH | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2531 | STAGE=DECODE | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2532 | STAGE=EXECUTE | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2533 | STAGE=MEMORY | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2534 | STAGE=WRITEBACK | OP=load | PC=42 | R1=1 | R2=2 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2535 | STAGE=FETCH | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2536 | STAGE=DECODE | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2537 | STAGE=EXECUTE | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2538 | STAGE=MEMORY | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2539 | STAGE=WRITEBACK | OP=cmp | PC=43 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2540 | STAGE=FETCH | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2541 | STAGE=DECODE | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2542 | STAGE=EXECUTE | OP=je | PC=44 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2543 | STAGE=MEMORY | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2544 | STAGE=WRITEBACK | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2545 | STAGE=FETCH | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2546 | STAGE=DECODE | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2547 | STAGE=EXECUTE | OP=jmp | PC=45 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2548 | STAGE=FETCH | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2549 | STAGE=DECODE | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2550 | STAGE=EXECUTE | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2551 | STAGE=MEMORY | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2552 | STAGE=WRITEBACK | OP=load | PC=53 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2553 | STAGE=FETCH | OP=load_from | PC=54 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2554 | STAGE=DECODE | OP=load_from | PC=54 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2555 | STAGE=EXECUTE | OP=load_from | PC=54 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
DEBUG:processor.ControlUnit: Tick=2556 | STAGE=MEMORY | OP=load_from | PC=54 | R1=1 | R2=0 | R3=0 |  data={0: 257114, 1: 317811, 2: 514229, 3: 4000000, 4: 32, 5: 0}
